recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
160935244,"{'steamid': '76561198421613444', 'num_games_owned': 241, 'num_reviews': 15, 'playtime_forever': 37, 'playtime_last_two_weeks': 37, 'playtime_at_review': 37, 'last_played': 1710845530}",russian,"Игра изначально вышла в отвратительном состоянии, на неё забили, так ещё и без поддержки русского языка",1710872988,1710872988,False,0,0,0,0,False,False,False,True,
160325897,"{'steamid': '76561198281320527', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 361, 'playtime_last_two_weeks': 0, 'playtime_at_review': 361, 'last_played': 1705598625}",polish,"Polecam. Pozdrawiam, Kamil.",1710161519,1710161519,True,0,0,0,0,True,False,False,True,
159998827,"{'steamid': '76561198308778086', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 8366, 'playtime_last_two_weeks': 1766, 'playtime_at_review': 6618, 'last_played': 1710835276}",russian,"пойдёт, пьяным играть самое то
",1709764028,1709764028,True,0,0,0,0,True,False,False,True,
157158830,"{'steamid': '76561198412953565', 'num_games_owned': 755, 'num_reviews': 495, 'playtime_forever': 93, 'playtime_last_two_weeks': 0, 'playtime_at_review': 93, 'last_played': 1706580324}",spanish,"Es un juego muy MALO, no por los gráficos, lo que lo hace mal juego es que es pésimo en compatibilidad con mando, y jugar con teclado es muy tosco, intenté ajustar los botones al mando Xbox, pero no hay manera de hacer que haga lo que la función especifica indica, no funciona.

Otro detalle que lo hace MALO, es que cada entrega que hagas es una carrera, literal competición con otros camiones, y eso rompe con la maravilla de viajar en camión.

Otro detalle más que lo hace MALO, es que por TODO tendrás a una patrulla persiguiéndote las nalgas, SIEMPRE, porque? porque rompes el limite de velocidad por ir jugando carreras....

Los graficos no me desagradan en lo absoluto, pero esas mecánicas y falta de compatibilidad rompen el juego y son nefastas...",1706580706,1706580706,False,0,0,0,0,True,False,False,True,
156056890,"{'steamid': '76561198300296767', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 458, 'playtime_last_two_weeks': 0, 'playtime_at_review': 218, 'last_played': 1707584354}",russian,SUPER,1705350784,1705350784,True,0,0,0,0,True,False,False,True,
155890481,"{'steamid': '76561198970516929', 'num_games_owned': 345, 'num_reviews': 547, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1694216488}",ukrainian,☣☢Bad☢☣,1705155771,1705155771,False,0,0,0,0,False,False,False,True,
155782884,"{'steamid': '76561198013914001', 'num_games_owned': 1990, 'num_reviews': 904, 'playtime_forever': 26, 'playtime_last_two_weeks': 0, 'playtime_at_review': 26, 'last_played': 1705018284}",brazilian,"Um jogo estilo Euro Truck antigo.
Para mim o jogo não envelheceu nada bem. Menus confusos, cutscenes que não pode pular, controles ruins e mesmo com o gráfico simples, é bem pesado.
Mas o pior pra mim foi a falta de objetivo claro e de um tutorial para os controles",1705018372,1705018372,False,0,0,0,0,False,False,False,True,
155505769,"{'steamid': '76561199389144464', 'num_games_owned': 0, 'num_reviews': 100, 'playtime_forever': 182, 'playtime_last_two_weeks': 0, 'playtime_at_review': 153, 'last_played': 1705949428}",italian,"molto bello giocabilita arcade ma direi un gioco di camion vario e con belle missioni, divertente",1704658763,1704658763,True,0,0,0,0,True,False,False,True,
154631956,"{'steamid': '76561199057483079', 'num_games_owned': 36, 'num_reviews': 2, 'playtime_forever': 5400, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5257, 'last_played': 1704648144}",russian,Игра детства,1703775817,1703775817,True,0,0,0,0,True,False,False,True,
153947180,"{'steamid': '76561198818064778', 'num_games_owned': 131, 'num_reviews': 44, 'playtime_forever': 60, 'playtime_last_two_weeks': 0, 'playtime_at_review': 49, 'last_played': 1703105349}",turkish,"Ah ulan zaman... Çocukluğum...
Nostalji olsun diye oynuyorum... 
Ha bir de sırf o bomba Punk-Rock müzikleri için... 
Harsh radio'yu açıp amaçsızca geziyorum...

Bu arada belirtmek isterim hasar dinamikleri süperdir. Hikaye modu dahi vardır bu oyunun.",1703023913,1703024050,True,0,0,0,0,True,False,False,True,
