recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
140126414,"{'steamid': '76561198162862463', 'num_games_owned': 0, 'num_reviews': 54, 'playtime_forever': 347, 'playtime_last_two_weeks': 0, 'playtime_at_review': 347, 'last_played': 1686726636}",english,"Just like with [i]Titanic[/i] and [i]Everest[/i], other Steam reviews expressed concerns that this port of [i]Hidden Expedition: Amazon[/i] wouldn't open in full screen even on a high end PC, but thankfully I never encountered that issue. These three early games in the series will not open if you don't allow them to make changes to your computer so they can automatically adjust your screen resolution for you. Unfortunately, this one in particular happens to be the clunkiest of the trio, as you will have to manually readjust the resolution to your preferred default setting after closing the game.

If any of that makes you uncomfortable, you may want to pass up on adding this third installment of the [i]Hidden Expedition[/i] series to your collection! Furthermore, what I had initially attributed to a resolution issue is actually a feature and not a bug. Visibility of hidden items is limited in order to raise the difficulty level of the game. Some are blurry, some blend in with the backgrounds, and some are silhouettes. While it doesn't make the game unplayable, it may cause frustration, especially when looking for the hint beetles in the Beetle Temple where everything is beetle but wrong. (I can't tell you how many times I clicked on what I thought was a hint bug and it was actually just part of the temple motif. At least the penalty for misclicking is less of an obstacle than in the previous games.)

What I find most fascinating about the progression of this series is the way that this game is a rudimentary version of what the series and genre would eventually become. You can see it still figuring itself out - removing some features (such as voiceovers and secret items) that would eventually come back in later games and further improving/expanding on features that were already there (such as the use of puzzles and cutscenes to tell a story) - but the elements are falling into place. Compared to the first two games, [i]Amazon[/i] is a lot heavier on the plot despite being primarily focused on its hidden object scenes. At every turn, a new piece of story is delivered to the player and NPCs pop up frequently with something to say. The gameplay is still mostly intuitive, but the game will notify you of the rules and features when it appears that you are stuck (ie. you take too long to complete the tutorial scene or accidentally trigger a penalty) just in case you are unfamiliar with the genre.

The plethora of hidden object scenes and the slightly more interactive adventure themed gameplay (think point-and-click adventure style) are great compared to some of the puzzles interspersed throughout the levels. While creative, they can be a bit confusing to understand at first glance, especially when not enough information is given to adequately explain the task. Sometimes clicking the hint button offers more instruction and sometimes it starts solving the puzzle for you without any indication of why or how. The good news is that, if you're not interested in the puzzles at all or if they prove to be too difficult, you can just keep clicking the hint button until it skips the puzzle entirely. Although I appreciate the innovation and consideration for different play styles, I still vastly prefer the distinction between a hint button and a skip button that would soon become a staple of the genre.

And now, unfortunately, there is an elephant in this rainforest that we can no longer avoid addressing.

The story seems to want to take an 8th Wonder of the World (a la Hanging Gardens of Babylon) approach to the search for the Beetle Temple and a decent amount of quirky humor was put into it, but it ends up taking a hard turn into exoticism and then barrels straight into the white savior trope. The Professor’s unsavory comments and doodles about the locals coupled with some stereotypical interpretations of indigenous people leave a bad taste behind as you try to find some semblance of joy in navigating the gameplay of this fast-paced adventure. It’s a real shame that the educational aspect of the series was put on hold for this.

At the end of the day, I [i]really[/i] can't recommend the game for the racism in the plot - surely, Big Fish Games had more resources available to them than [b]that[/b] - but it does stand up as a fascinating relic of the hidden object genre's transitional period, so I will only very cautiously recommend it to longtime fans who are interested in experiencing the gameplay progression like I was. Wait for a sale and buy it in the bundle if you can.",1686866614,1686866614,True,0,0,0,0,True,False,False,True,
123562077,"{'steamid': '76561198220380573', 'num_games_owned': 395, 'num_reviews': 2, 'playtime_forever': 31, 'playtime_last_two_weeks': 0, 'playtime_at_review': 31, 'last_played': 1665255005}",portuguese,"Para os que como eu gostam dos jogos do tipo ""objetos escondidos"", é um ótimo jogo. A instalação ocorreu normalmente e depois de instalado, houve um problema pois o jogo não assumia a tela cheia e ficava somente no modo janela, impedindo o jogador de localizar os objetos escondidos no jogo. Vários métodos para colocar o jogo em tela cheia foram tentados, sem sucesso. O jogo em si vale a pena, porém, este problema isolado desabonou o jogo. Como sempre, a Steam não me deixou na mão e foi feito o reembolso imediatamente depois que o problema foi relatado e apurado. Obrigado Steam.",1665274609,1665274609,False,0,0,0,0,True,False,False,True,
112246718,"{'steamid': '76561199245862267', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 323, 'playtime_last_two_weeks': 0, 'playtime_at_review': 227, 'last_played': 1653862935}",english,Game stops midway.,1647365230,1647365230,False,0,0,0,0,True,False,False,False,
91193786,"{'steamid': '76561198318142662', 'num_games_owned': 823, 'num_reviews': 28, 'playtime_forever': 243, 'playtime_last_two_weeks': 0, 'playtime_at_review': 240, 'last_played': 1639849482}",german,Hiermit möchte ich erstmal an sämtliche Spielfirmen die seit Jahren HOB Games produzieren mein Dank aussprechen. Dieses Spiel war mein erstes dieser Art und habe es als Kind schon 1000x Mal durchgespielt. Die Musik ist mega schön .... perfekt hört sich noch besser an. Die Story ist auch mega und die Spielzeit ist In Ordnung. Es gibt ein paar knifflige Rätsel. Jeder der das liest sollte sich mal überlegen dieses wunderbare Spiel auszuprobieren ich kann es zu 10000% weiterempfehlen,1619820882,1619820882,True,0,0,0.476190477609634399,0,True,False,False,False,
90176762,"{'steamid': '76561198834963575', 'num_games_owned': 14, 'num_reviews': 4, 'playtime_forever': 736, 'playtime_last_two_weeks': 0, 'playtime_at_review': 736, 'last_played': 1618090247}",polish,Super,1618215230,1618215230,True,1,0,0.523809552192687988,0,True,False,False,False,
84748405,"{'steamid': '76561199121573422', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 10, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1610743412}",english,Very glitchy and could not get it to go fullscreen to actually see the objects (tried to fix in options and tried uninstalling and re-installing),1610743155,1610743155,False,0,0,0,0,True,False,False,False,
76555444,"{'steamid': '76561198417322983', 'num_games_owned': 0, 'num_reviews': 35, 'playtime_forever': 496, 'playtime_last_two_weeks': 0, 'playtime_at_review': 240, 'last_played': 1618610891}",english,"is good innit
",1601063903,1601063903,True,0,0,0,0,True,False,False,False,
71479232,"{'steamid': '76561198334584784', 'num_games_owned': 123, 'num_reviews': 5, 'playtime_forever': 435, 'playtime_last_two_weeks': 0, 'playtime_at_review': 206, 'last_played': 1697118374}",schinese,童年回忆，现在补票。画面和音乐都很棒，有一种在亚马逊探险的感觉。,1593255494,1593255494,True,1,0,0.515570938587188721,0,True,False,False,False,
61844041,"{'steamid': '76561198099597320', 'num_games_owned': 431, 'num_reviews': 44, 'playtime_forever': 480, 'playtime_last_two_weeks': 0, 'playtime_at_review': 480, 'last_played': 1579011551}",english,"The nostalgia hit me hard, love this game, I used to play it with my grandma",1579011785,1579011785,True,0,0,0,0,True,False,False,False,
44760233,"{'steamid': '76561198069159152', 'num_games_owned': 0, 'num_reviews': 2402, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1537068318}",english,"This is the third of the early Hidden Expedition trilogy. By that, I mean that there are four other games (on Steam), and they seem to be a bit more refined and modern. Anyway, in this title, you find yourself on a mission to a hidden temple in the Amazon.

Buy on discount and in the bundle.",1537079455,1537079455,True,2,0,0.541984736919403076,0,True,False,False,False,
