recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
115528848,"{'steamid': '76561197972654288', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 10692, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10581, 'last_played': 1708398338}",english,it is perfect,1652665367,1652665367,True,0,1,0,0,True,False,False,False,
59123354,"{'steamid': '76561197978572818', 'num_games_owned': 0, 'num_reviews': 17, 'playtime_forever': 1332, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1230, 'last_played': 1703624268}",italian,Ok.,1575374550,1575374550,True,0,0,0.489795923233032227,0,True,False,False,False,
43916393,"{'steamid': '76561198059371216', 'num_games_owned': 33, 'num_reviews': 5, 'playtime_forever': 63, 'playtime_last_two_weeks': 0, 'playtime_at_review': 49, 'last_played': 1683351159}",spanish,no se puede jugar bien con el mando,1533330056,1533330056,False,0,1,0,0,True,False,False,False,
32047068,"{'steamid': '76561198027267313', 'num_games_owned': 1838, 'num_reviews': 4460, 'playtime_forever': 7, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1496082136}",english,"Tags: Sidescroll Shooter
Additional Tags: Delete Local Content & Remove from Library

TLDR: From graphical issues, render texture issues, control issues and the odd crash on resolution change. Unstable game up against fierce competition.

Review: Game itself is very buggy but I could not see that for myself. After installing Direct Play (ugh) and launching I set resolution to my monitor and the game crashed saying unable to display graphical input. Ever since every time I launch the art is all zoomed in and corrupted and buttons dont show up. The game does not support controllers and even if it did apparently the jump button does not work etc.",1496082230,1509669232,False,0,0,0,0,False,False,False,False,
31107959,"{'steamid': '76561198015412685', 'num_games_owned': 1972, 'num_reviews': 1015, 'playtime_forever': 7, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1480389875}",polish,dobra gra,1492046137,1492046137,True,0,0,0,0,True,False,False,False,
30856463,"{'steamid': '76561197970602587', 'num_games_owned': 6364, 'num_reviews': 3660, 'playtime_forever': 24, 'playtime_last_two_weeks': 0, 'playtime_at_review': 24, 'last_played': 1490662443}",english,"https://youtu.be/bsahksJEiWw

Tommy is a simple boy with simple goals, rescue his dog from captivity.  Along the way however he's besieged on all sides by aggressive tomatoes and drunk gnomes.

Fine movement is difficult with the animation and aircontrol that causes Tommy to slip off platforms easily requiring the replay of many areas or waiting again for slow moving platforms.",1490976902,1490976902,False,1,0,0.444800645112991333,0,False,False,False,False,
20545005,"{'steamid': '76561198139877150', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 11, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11, 'last_played': 1452885229}",english,i picked up tommy tronic and can not get the game to run. it has alot of issues just trying to start the game,1452884698,1452884698,False,0,0,0,1,True,False,False,False,
17979499,"{'steamid': '76561198067119595', 'num_games_owned': 0, 'num_reviews': 67, 'playtime_forever': 1344, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1297, 'last_played': 1442308050}",english,"ETA ---- I have found that the game is broken at the end. You hit all the switches in the final level, then the screen tears, and you fall into nothingness. So a proper ending can not be seen. Further, on reading in the discussions, I see that the game has been reported to be this way over TWO YEARS ago. And the devs have done nothing about it. And Steam continues to sell a broken game ---- unacceptable, so I am changing my recommendation. Who wants a game without a proper ending?",1441957415,1445191154,False,13,1,0.677049756050109863,0,True,False,False,False,
13953073,"{'steamid': '76561197970633759', 'num_games_owned': 0, 'num_reviews': 42, 'playtime_forever': 623, 'playtime_last_two_weeks': 0, 'playtime_at_review': 619, 'last_played': 1421036353}",english,"The good:
It's a classic side scroller. The graphics are really crisp and sharp. It can be beaten without tricks. The enemies are varied, as are the weapons. Stages are varied, although more so in the second half of the game. It'd be a game you could let your kid play. The longer you play, the more you'll get used to the controls and enjoy playing.

The bad: 
It's got some bugs. It suffers from a severe lack of polish. Some levels you'll have to restart simply because you used keys on doors that are pointless (trial and error). The controls take a bit to get used to due to a weird jump that has you glide down.

Overall, it's not one I'd recommend, but it's not as bad as some of the reviews indicate. I mean, if you got it for a dollar or two...it's worth it.",1421038771,1421038771,False,3,1,0.561651706695556641,0,True,False,False,False,
13049513,"{'steamid': '76561198118613770', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 379, 'playtime_last_two_weeks': 0, 'playtime_at_review': 379, 'last_played': 1414273888}",brazilian,"Achei divertido, porém o som de fundo é repetitivo e acaba enjoando muito. Ainda esta com um bug ao mudar a resolução do vídeo. Tem fases legais com pensonagens diferentes, não recomendo para crianças com abaixo de 5 anos, pois tem fases que realmente exigem reflexos rápidos, tirando isso super legal.",1416714492,1416714492,True,0,0,0,0,True,False,False,False,
