recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
145835197,"{'steamid': '76561198313813640', 'num_games_owned': 1787, 'num_reviews': 12, 'playtime_forever': 70, 'playtime_last_two_weeks': 0, 'playtime_at_review': 70, 'last_played': 1694050755}",latam,"Ayudenme a que lo vea el desarrollador...
Sabes por que le di NEGATIVO?
Porque hace AÑOS y literalmente AÑOS que estoy queriendo jugar este juego, me quise poner en contacto con los developers y NO HAY FORMA, nadie existe parece, quería pedir que me den una key de este juego porque ya no se podía comprar en la tienda de Steam, pero sorpresa! Me enteré que no se puede comprar en Argentina! Porque tuve que cargarle dinero a un amigo para que me comprara como regalo desde su cuenta hacia la mía al enterarme que él veía la opción de poder comprarlo! Como es posible que ya no se pueda comprar este juego? Estuve literalmente NOCHES ENTERAS DESEÁNDOLO PERO NUNCA OBTUVE RESPUESTA!
Ayúdenme a visibilizar este comentario si están cansados de los region-lock en las compras de juegos y de que las desarrolladoras quiten directamente juegos que antes estaban disponibles, parece que nadie tiene ganas de trabajar y ya ni siquiera de vender!
PD: Yo amo este juego, pero de que sirve recomendarlo si no se puede comprar aquí?",1694067707,1694067707,False,1,0,0.523809552192687988,0,False,False,False,True,
140679216,"{'steamid': '76561198005804720', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 1034, 'playtime_last_two_weeks': 0, 'playtime_at_review': 722, 'last_played': 1688215900}",english,"Fun game.  I like the variety of weapons and the challenge/puzzles.  Not a huge amount of depth, but it's fun to destroy stuff!",1687706326,1687706326,True,0,0,0,0,True,False,False,True,
132348564,"{'steamid': '76561198007240904', 'num_games_owned': 396, 'num_reviews': 14, 'playtime_forever': 5705, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5705, 'last_played': 1675735558}",english,good fun,1675735523,1675735523,True,0,0,0,0,True,False,False,True,
131113808,"{'steamid': '76561198022227319', 'num_games_owned': 4476, 'num_reviews': 221, 'playtime_forever': 2846, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2810, 'last_played': 1674083081}",english,"[h1]Overview:[/h1]
'[i]Demolition Inc.[/i]' is a top down strategy game based around the idea of destroying specified sections of a city in the most efficient way possible. You play as ""Mike"", an alien demolition expert working for '[i]SCEP[/i]' a company who had apparently [b]bought[/b] the entire planet and has tasked you to level every city you can in order for them to rebuild the planet into a recreational spot. Funny enough, I went through the beginning cutscene where Mike receives an e-mail detailing the job but found out that the acronym supposedly used for the company doesn't even line up with what the actual name of the company is. '[i]SCEP[/i]' from the looks of it stands for ""Society for the protection of endangered planets"" but wouldn't that mean the acronym should be '[i]SPEP[/i]', not '[i]SCEP[/i]'. There might be something else to it but I just found that funny.

The game isn't [i]bad[/i] but it definitely wasn't what I was expecting when I first bought it over a decade ago. What appears to be a very fun and casual game is met with a rather disappointing and somewhat frustrating gameplay structure which I'll get into.

[h1]Gameplay:[/h1]
'[i]Demolition Inc.[/i]' throws you into Mike's shoes as he hovers over sectioned parts of a city placing down various hazards to cause havoc in hopes that the chaos will level the buildings he needs to get rid of. The main idea is to manipulate traffic in a way that will cause vehicles to ram into the sides of buildings in order to topple them over. You do this by placing down different items ranging from oil spills that prevent cars from turning, gooey traps to force them to steer a certain direction and exploding cows (yeah don't ask) that detonate when a vehicle drives into it. These are just a few of many items Mike can use to achieve his goal and if he doesn't do it fast enough, the military comes and it's game over.

Why Mike can't just take them down himself is beyond me but who knows, maybe it's part of the contract. Now that we got the basic gameplay elements out of the way you might be wondering, what makes '[i]Demolition Inc.[/i]' not as good as it could have been? Well, a big part of it lies within it's gameplay style and the issues many people had with it. The main issue is the idea of having to strategically place hazards as to cause as much destruction with any one item used. This means a huge part of the game consists of the player needing to be very selective with their items and figuring out which item would work best where.

Now that doesn't sound too bad especially for a game with strategy incorporated into it and honestly, it isn't during the early stages of the game. It's actually quite fun. It's during the later stages where things start to get a lot more annoying. Items become scarcer and options for completing the objective are just as limited. And might I add, this is just to successfully beat the level, I haven't even gotten to the Star Ranking yet. The goal is to destroy all the high rise buildings in the level but in order to get a 3 star rating (which is required to unlock all the worlds), you have to do it using as little items as possible in the least amount of time.

You only start off with a select number of items and although it's possible to obtain more through destroying buildings with item crates on them, they don't help much in later areas. In some levels it's fine as the layout is pretty straight forward but there are plenty of levels where there's no sense of direction to pin your focus on. This is where the developers try to encourage players to be creative and find their own way of clearing the level but when you're only giving them a fraction of the tools they need to get the job done then what can they do?

Well that's where the ""Black Cow Market"" comes in, a special shop where you can buy expensive upgrades that supposedly make the game easier. Starting with the one time use items, the Black Cow is basically an exploding cow with a crazy radius that ultimately helps when you're stuck in a pickle but guess what? It disables leaderboards and exempts the 3 star rating so what's the point? Then there's an item to call off the military if you end up running out of time which I guess is helpful.

Then there are the upgrades that don't expire. There are 4 from which 2 of them make collecting debris for extra money easier. One of them increases the max combo to 4 and the last one gives you a 20% discount for mission items not counting the Black Cow Market. Now this is where I started scratching my head because from what I know, the Black Cow Market is the only store in the game so this discount is completely useless as it serves literally no purpose. I might be missing something but during my entire playthrough there wasn't a single moment where this upgrade came in handy. So there you have it, a lucrative store that sells some of the most useless upgrades.

I honestly feel like the developers should've made the destruction the core aspect of the game and saved all the stingy item strategizing as a challenge mode or something. Either that or give players the options to buy extra items with money earned. I mean there's a rampage mode where you can wreak all the havoc you want but it's just not the same without the sense of progression.

[h1]Controls:[/h1]
Basic enough adopting a point-and-click style of gameplay where you pan over a map with W,A,S,D and left click to place hazards. I haven't run into any bugs but when you press 4, the game zooms down to ground level and you're stuck in limbo until you restart so, yeah. Don't press 4.

[h1]Graphics:[/h1]
Not too bad for 2011 standards. Although I can safely say graphic potential in 2011 far surpassed what '[i]Demolition Inc.[/i]' looks like (queue '[i]Crysis[/i]') memes), it also doesn't look bad for what it is. Destroying buildings despite seeming like you're taking down paper structures is still satisfying enough to look at. Stack that on top of the domino effect mechanic that the developers implemented and it honestly is pretty good for it's time. It's kind of awesome knowing that pretty much everything in the city can be destroy. Hell, even the people roaming the streets can get caught in your demolition job and turn into angels. All in all, dated but for it's time, it's not half bad.

[h1]Audio:[/h1]
Also not terrible all things considered. The sound effects are fine and fit in perfectly with the world and there's quite a few different music choices which helps with not getting tired of the music after 5 minutes. The intro sequence throws rather heavy rock music while the main menu greets you with a jazzy upbeat track. Meanwhile the actual levels introduce multiple tracks that range from soft rock music to low town jazz themed around city life and space. It's actually pretty cool.

[h1]Conclusion/TL;DR:[/h1]
'[i]Demolition Inc.[/i]' is a top down strategy game where you destroy buildings as efficiently as you can with the items provided. If you're expecting a spree of destruction and mindless chaos you'll be pretty disappointed as most of the game consists of the player needing to conserve and use very specific items in certain spots in order to achieve the score needed to pass the level. It just ends up being a trial and error marathon until the player finally finds one of few ways to beat the level. It isn't a terrible structure but it [i]does[/i] becomes underwhelming when players that expect to be able to destroy lots of stuff end up discovering they can only destroy what they need to.",1674082756,1674082822,False,2,0,0.523809552192687988,0,False,False,False,True,
130446132,"{'steamid': '76561198316383796', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 1146, 'playtime_last_two_weeks': 0, 'playtime_at_review': 834, 'last_played': 1691790440}",english,"This game might be old, but is very impressive .",1673198285,1673198285,True,0,0,0,0,True,False,False,True,
125086369,"{'steamid': '76561198067371366', 'num_games_owned': 2062, 'num_reviews': 581, 'playtime_forever': 64, 'playtime_last_two_weeks': 0, 'playtime_at_review': 64, 'last_played': 1388232940}",english,"No time for a review so I give this game a rank D.
Mediocre game - sadly you can forget it..
See my profile for more details about my reviews.",1667795394,1667795394,False,0,0,0,0,True,False,False,True,
118278563,"{'steamid': '76561197988530756', 'num_games_owned': 0, 'num_reviews': 60, 'playtime_forever': 1356, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1335, 'last_played': 1657051030}",english,A lot of fun.,1657049549,1657049549,True,0,0,0,0,True,False,False,False,
115391012,"{'steamid': '76561197993172620', 'num_games_owned': 652, 'num_reviews': 78, 'playtime_forever': 288, 'playtime_last_two_weeks': 0, 'playtime_at_review': 288, 'last_played': 1652452231}",english,If the controls weren't complete and utter crap then this might be fun.,1652452277,1652452277,False,0,0,0,0,True,False,False,False,
113967609,"{'steamid': '76561198065716762', 'num_games_owned': 202, 'num_reviews': 119, 'playtime_forever': 479, 'playtime_last_two_weeks': 0, 'playtime_at_review': 479, 'last_played': 1584296376}",polish,Mokry sen ekologów.,1650137324,1650137324,True,0,0,0,0,True,False,False,False,
108957226,"{'steamid': '76561197998543056', 'num_games_owned': 0, 'num_reviews': 616, 'playtime_forever': 1462, 'playtime_last_two_weeks': 0, 'playtime_at_review': 925, 'last_played': 1681348994}",english,"For a game based around demolition and causing as much chaos, explosions and thus destruction as possible, it is frustratingly linear and unforgiving. You need absolute precision in how you use your items, how you steer cars, the timing of what you use along with a vicious timer and scoring system and it ends up being far more punishing, trial and error and difficult than it should be.

This is an amazing concept executed really badly. It has some love put into it and the workshop inclusion is a massive plus and very appreciated but the main game is unfortunately just completely missing the point in what this should be. 

Also definitely does feel like a mobile game too as some other said. I tried to give this so many chances and look on the upside but the awkward controls and menus make this even more aggravating to play too. Many mistakes and stuck situations happened because playing with a controller is so sloppy on this.

I can only really recommend this for the very masochistic er I mean ""patient"" and those who love trial and error and such.",1643388211,1681349071,False,0,0,0,0,True,False,False,False,
