recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
150138354,"{'steamid': '76561198039084215', 'num_games_owned': 995, 'num_reviews': 518, 'playtime_forever': 348, 'playtime_last_two_weeks': 0, 'playtime_at_review': 348, 'last_played': 1699999484}",english,"Sound: 6
Graphics: 5
Story: 10
Gameplay: 6
Commands: 5
Fun: 7
Time to load / lag: 9
Bugs / Problems: 8
Final score: 6",1699999611,1699999611,True,0,0,0,0,True,False,False,True,
147616543,"{'steamid': '76561198101852399', 'num_games_owned': 328, 'num_reviews': 35, 'playtime_forever': 21, 'playtime_last_two_weeks': 0, 'playtime_at_review': 21, 'last_played': 1657114318}",german,Ie Vorfreude war riesig. Leider unspielbar !! Die Steuerung ist ein Graus 🙄,1696417281,1696417281,False,0,0,0,0,True,False,False,True,
146671185,"{'steamid': '76561198084357131', 'num_games_owned': 339, 'num_reviews': 6, 'playtime_forever': 27, 'playtime_last_two_weeks': 0, 'playtime_at_review': 27, 'last_played': 1694905504}",english,"10/10 for realism, my submarine imploded whilst looking for the Titanic. 

Jokes aside, this game sucks, don't waste your money on it",1695244533,1695244533,False,0,0,0,0,True,False,False,True,
144749914,"{'steamid': '76561199089290063', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 290, 'playtime_last_two_weeks': 0, 'playtime_at_review': 212, 'last_played': 1693129657}",finnish,TITANIC ON HYVÄ AIHE,1692653661,1692653661,True,0,0,0,0,True,False,False,True,
141148198,"{'steamid': '76561197961553883', 'num_games_owned': 7354, 'num_reviews': 375, 'playtime_forever': 214, 'playtime_last_two_weeks': 0, 'playtime_at_review': 214, 'last_played': 1372528015}",english,Play with a Logitech controller for the true experience.,1688316929,1688316929,False,128,126,0.843800485134124756,0,True,False,False,True,
140634180,"{'steamid': '76561198018603575', 'num_games_owned': 0, 'num_reviews': 119, 'playtime_forever': 470, 'playtime_last_two_weeks': 0, 'playtime_at_review': 470, 'last_played': 1385428950}",english,Best played with a Logitech F710 wireless controller.,1687636870,1687636870,True,31,48,0.606221199035644531,0,True,False,False,True,
140513141,"{'steamid': '76561198207760096', 'num_games_owned': 66, 'num_reviews': 2, 'playtime_forever': 90, 'playtime_last_two_weeks': 0, 'playtime_at_review': 90, 'last_played': 1687544827}",english,"Ran out of Oxygen and got stuck on the wreckage, controller ran out of batteries, overall decent game",1687461228,1687461228,True,42,38,0.763018131256103516,0,True,False,False,True,
140487946,"{'steamid': '76561198028492620', 'num_games_owned': 314, 'num_reviews': 9, 'playtime_forever': 25, 'playtime_last_two_weeks': 0, 'playtime_at_review': 25, 'last_played': 1561650530}",english,10/10 works with logitech f710 controller,1687428999,1687428999,True,37,43,0.718870639801025391,0,True,False,False,True,
140476068,"{'steamid': '76561197981598193', 'num_games_owned': 2214, 'num_reviews': 36, 'playtime_forever': 95, 'playtime_last_two_weeks': 0, 'playtime_at_review': 95, 'last_played': 1647739910}",english,"Damn this game sure hits different in 2023.

Game is actually dog-sheet btw, but I gave it a thumbs up for nostalgia since I had it as a kid",1687405827,1687405974,True,50,24,0.779255211353302002,0,True,False,False,True,
136614524,"{'steamid': '76561199229442555', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 40, 'playtime_last_two_weeks': 0, 'playtime_at_review': 40, 'last_played': 1645386985}",english,very bad,1681371444,1681371444,False,0,0,0.47826087474822998,0,True,True,False,True,
119951917,"{'steamid': '76561199024664038', 'num_games_owned': 27, 'num_reviews': 13, 'playtime_forever': 438, 'playtime_last_two_weeks': 0, 'playtime_at_review': 369, 'last_played': 1659804622}",english,just good,1659465825,1659465825,True,0,0,0.47826087474822998,0,True,True,False,False,
111065271,"{'steamid': '76561198285415436', 'num_games_owned': 44, 'num_reviews': 14, 'playtime_forever': 122, 'playtime_last_two_weeks': 0, 'playtime_at_review': 122, 'last_played': 1606077184}",english,It's pretty confusing.,1645874418,1645874418,False,2,1,0.525691688060760498,0,True,False,False,False,
