recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response
155387417,"{'steamid': '76561198007176282', 'num_games_owned': 0, 'num_reviews': 25, 'playtime_forever': 687, 'playtime_last_two_weeks': 0, 'playtime_at_review': 687, 'last_played': 1704546013}",russian,"Техническое состояние игры оставляет желать лучшего. Вылеты и зависания происходят довольно часто. Плюс к этому неудобный интерфейс, кривая система строительства добивают остатки интереса. Игра куплена 22.12.2013 ) все это время я ждал, надеялся и верил... но не в этот раз.",1704546520,1704546520,False,0,0,0,0,True,False,False,True,,,
149201367,"{'steamid': '76561197969062133', 'num_games_owned': 2104, 'num_reviews': 1248, 'playtime_forever': 131, 'playtime_last_two_weeks': 0, 'playtime_at_review': 131, 'last_played': 1698681944}",english,A space colonization game. Very clunky. Colonists take quite a while to plod their way to requests. I couldn't finish the tutorial because it didn't recognize that I had fulfilled the tasks it asked me to do.,1698682023,1698682023,False,1,0,0.502222955226898193,0,True,False,False,True,,,
148933922,"{'steamid': '76561197971011981', 'num_games_owned': 105, 'num_reviews': 5, 'playtime_forever': 16233, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15604, 'last_played': 1699276234}",english,"Firstly, bear in mind this is one developer's labour of love -- a true indy game. It also came out in 2018, although there have been occasional patches and updates.

[b]Taking that into account[/b] the graphics and animations are top notch, it's not [i]too[/i] buggy and it's a reasonable length.

Since I first played the dev has added a campaign mode, which is probably the best way to play through the first time, but I go back to the ""explore"" (a random worldgen mode) every few months to cause some chaos!

It has an excellent, if chiefly British, sense of humour. If you like Douglas Adams, Red Dwarf or similar you should have some fun with the flavour text.",1698350478,1698350478,True,1,0,0.5215911865234375,0,True,False,False,True,,,
148371341,"{'steamid': '76561198008191920', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 2657, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2657, 'last_played': 1610079909}",english,"ABANDONED WARE. The fact that the game is over 10 years old and completely abandoned by the developers and Steam is selling full price 24.99 US means yes they have no soul or moral accountability, JUST LIKE ALL MONOPOLIES!",1697519205,1697519205,False,3,0,0.47088584303855896,0,True,False,False,True,,,
148063733,"{'steamid': '76561198006456306', 'num_games_owned': 0, 'num_reviews': 60, 'playtime_forever': 165, 'playtime_last_two_weeks': 0, 'playtime_at_review': 165, 'last_played': 1457504145}",english,This game started me down the path of abandoning early access. It wasn't the final straw but it was instead one of the first that made me realise that many game developers going through early access are lazy people merely testing the waters and have no concept of ever finishing their piece of haphazard software code. 8 years on maia still teaches me this lesson each time I scroll on by. Great job Simon Roth.,1697094022,1697094022,False,2,0,0.430864572525024414,0,True,False,False,True,,,
146430882,"{'steamid': '76561198005766837', 'num_games_owned': 0, 'num_reviews': 184, 'playtime_forever': 81, 'playtime_last_two_weeks': 0, 'playtime_at_review': 81, 'last_played': 1403433395}",english,Seems like it will never be finished,1694901869,1694901869,False,1,0,0,0,False,False,False,True,,,
146107573,"{'steamid': '76561198063282150', 'num_games_owned': 264, 'num_reviews': 5, 'playtime_forever': 6767, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5290, 'last_played': 1705967109}",english,"once you figure out the nuances of this game its actually quite engrossing, yes things can be buggy, when the AI doesnt behave like you think it should but generally speaking it just means a build order got mucked up somewhere and needs deleted and replaced. or something is blocking pathing and needs removed. the ONLY complaint i have about the game is sometimes the procedurally generated maps dont give you much space to build in near where you start and you have to expand to other ""caves"" pretty quickly.",1694427014,1694427014,True,3,0,0.559562802314758301,0,True,False,False,True,,,
144650112,"{'steamid': '76561198068615700', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 1334, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1334, 'last_played': 1692507388}",english,"This is a conflicted positive review. Maia can be a crash-filled, buggy piece of crap but it's awesome when it works. I think most of the negative reviews of the game come down to the lack of feedback on what/where/why things are/aren't happening with your colonists. For example, most people would think ""I'll build hydroponics before I build a hospital, because...why wouldn't I?"". Because if you don't, your colonists will never harvest hydroponics because they'll be freezing to death in a corner of the base. There are dozens of things like that in Maia and once you figure out the process it's actually a really rewarding colony builder.",1692545267,1692545267,True,1,0,0.509617924690246582,0,True,False,False,True,,,
142778664,"{'steamid': '76561198025994109', 'num_games_owned': 0, 'num_reviews': 36, 'playtime_forever': 2952, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1721, 'last_played': 1690638367}",english,"Maia is a promising game but it is very unpolished.  For a base builder it is certainly challenging, but ultimately the problem is that the unit A.I. is just awful.  There is no means of organizing your builders to give things priority.  For example, you would like to give your people orders to build heaters and atmospheric control, and you have the resources, but they ignore the thing that is killing them.  Half the time the sprites are running about following irrelevant paths to nowhere.  It is all very frustrating.",1690303791,1690303791,False,5,0,0.557224273681640625,0,True,False,False,True,,,
141307725,"{'steamid': '76561198011732575', 'num_games_owned': 0, 'num_reviews': 60, 'playtime_forever': 95, 'playtime_last_two_weeks': 0, 'playtime_at_review': 95, 'last_played': 1388631556}",english,"Waited long enough, game is still bad. Don't get until you see at least a mostly positive. Which will probably never happen.",1688491073,1688491073,False,2,0,0,0,True,False,False,True,,,
139354078,"{'steamid': '76561198040571559', 'num_games_owned': 371, 'num_reviews': 41, 'playtime_forever': 1055, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1055, 'last_played': 1685593250}",english,"I am sad because this game is unplayable. Settlers build things in a random order and straight-up ignore build orders (to their own detriment).  Firefighting robots sit next to a fire with no attempt to put it out. People die of suffocation in the middle of a room because they haven't moved in two days. Doors break CONSTANTLY. I want it to work, but, after trying to get two beds built for four hours, I'm out.",1685593759,1685593759,False,9,0,0.583648979663848877,0,True,False,False,True,,,
132705568,"{'steamid': '76561197983822235', 'num_games_owned': 0, 'num_reviews': 24, 'playtime_forever': 215, 'playtime_last_two_weeks': 0, 'playtime_at_review': 206, 'last_played': 1676209525}",english,It's fun and full of Easter eggs.,1676208642,1676208642,True,2,0,0,0,False,False,False,True,,,
132684162,"{'steamid': '76561198022999203', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 1340, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1100, 'last_played': 1676258168}",english,This game has so much potential.  It wasn't updated for a while so I gave up on it.  Recently had an update so decided to give it another try.  It has crashed 6 times in the last 45 minutes or so.,1676183942,1676183942,False,0,0,0,0,True,False,False,True,,,
132135334,"{'steamid': '76561198053334315', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 17204, 'playtime_last_two_weeks': 0, 'playtime_at_review': 14052, 'last_played': 1701898375}",english,"I know that this game has been a huge work in progress over the years, BUT its now playable and is a fun low stress game I am happy to recommend.",1675444090,1675444090,True,4,0,0.545121133327484131,0,True,False,False,True,,,
131877431,"{'steamid': '76561198007009266', 'num_games_owned': 83, 'num_reviews': 1, 'playtime_forever': 2448, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2448, 'last_played': 1593451634}",english,"I bought this game 8 years ago with high expectations, but it has hardly developed in all in that time. I get the impression that this is a hobby project for the developer and has no intention of making it into a flushed out game. Don't buy until it is fully released unless you like throwing your money away.",1675094386,1675094386,False,2,0,0,0,True,False,False,True,,,
131817821,"{'steamid': '76561198006630344', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 437, 'playtime_last_two_weeks': 0, 'playtime_at_review': 437, 'last_played': 1675013086}",english,"I love the Idea of this game, but the AI seems to be so atrocious that it is impossible for me to enjoy it. The colonists simply will not drink water and so die at an alarming rate regardless of my resources. Am I doing something wrong? Yes, probably, but I cannot figure out what it is and have lost interest in trying.",1675013215,1675013215,False,2,0,0,0,True,False,False,True,,,
131807137,"{'steamid': '76561198036886886', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 668, 'playtime_last_two_weeks': 0, 'playtime_at_review': 615, 'last_played': 1675006922}",french,"Encore buggy, mais le concept m’intéresse.",1675003749,1675003749,True,1,0,0,0,True,False,False,True,,,
131711120,"{'steamid': '76561197970854203', 'num_games_owned': 0, 'num_reviews': 35, 'playtime_forever': 253, 'playtime_last_two_weeks': 0, 'playtime_at_review': 253, 'last_played': 1487425469}",english,"I´m sorry, was promising way back almost 7 Years ago but its just unfinished. :(",1674897340,1674897340,False,15,0,0.626092851161956787,0,False,False,False,True,,,
128481657,"{'steamid': '76561198047588172', 'num_games_owned': 0, 'num_reviews': 132, 'playtime_forever': 122, 'playtime_last_two_weeks': 0, 'playtime_at_review': 122, 'last_played': 1402985074}",english,Abandoned.,1670934174,1670934174,False,10,0,0.499671846628189087,0,True,False,False,True,,,
127869143,"{'steamid': '76561197976137914', 'num_games_owned': 0, 'num_reviews': 75, 'playtime_forever': 729, 'playtime_last_two_weeks': 0, 'playtime_at_review': 684, 'last_played': 1670105484}",english,"Here we are 8 years later, and everyone is still hypothermic and walking around in tee shirts, and everything is clunky AF.
There's been minimal development, and there is very little game to be had here.
Great example of how paying for early access is generally a bad idea.
Stay away.",1670104030,1670105657,False,30,0,0.708594083786010742,0,True,False,False,True,,,
125583274,"{'steamid': '76561198007254277', 'num_games_owned': 737, 'num_reviews': 294, 'playtime_forever': 21, 'playtime_last_two_weeks': 0, 'playtime_at_review': 21, 'last_played': 1551453803}",english,I've had this game since its bs early access 'release' date 8 years ago.  Still waiting for it to be finished.  I doubt it ever will.  A fucking shame too.,1668622513,1668622513,False,18,1,0.587049245834350586,0,True,False,False,True,,,
125255478,"{'steamid': '76561197989541197', 'num_games_owned': 0, 'num_reviews': 35, 'playtime_forever': 90, 'playtime_last_two_weeks': 0, 'playtime_at_review': 90, 'last_played': 1437169114}",english,Have owned this for years and periodically check in and it has never become a game...,1668099724,1668099724,False,18,0,0.63897627592086792,0,True,False,False,True,,,
