recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
160626033,"{'steamid': '76561198024616922', 'num_games_owned': 243, 'num_reviews': 2, 'playtime_forever': 4936, 'playtime_last_two_weeks': 366, 'playtime_at_review': 4897, 'last_played': 1710559690}",swedish,I keep returning to this game. It is well designed and provides a pretty tough and fun challenge even for the experienced strategy player.,1710549705,1710549705,True,1,0,0.523809552192687988,0,True,False,False,True,
158389859,"{'steamid': '76561198086044939', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 299, 'playtime_last_two_weeks': 0, 'playtime_at_review': 299, 'last_played': 1657481762}",english,"This is the game which brought me to Steam...Very depressing, much like our world which it abstracts.  Why is it no one includes thorium nuclear plants in the possible energy chain?",1708019404,1708019404,True,0,0,0,0,True,False,False,True,
156092357,"{'steamid': '76561197974698788', 'num_games_owned': 0, 'num_reviews': 60, 'playtime_forever': 4385, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4385, 'last_played': 1370718508}",english,"Very difficult and very frustrating.  Couldn't beat it after a while unless I wanted to cheat, but I didn't want to give this environmentalist propaganda anymore time.",1705405529,1705405529,False,0,1,0.304564505815505981,0,True,False,False,True,
148846303,"{'steamid': '76561198071986998', 'num_games_owned': 0, 'num_reviews': 23, 'playtime_forever': 67, 'playtime_last_two_weeks': 0, 'playtime_at_review': 67, 'last_played': 1697659960}",english,"This game is both too detailed and too vague to be playable.

The game gives you tons of economic data, but a handful only a handful of cards without detailed description of what they do. 
You have to 'buy' for tens of dollars? the abstraction makes no sense. (if you are a world government, you should have more power)
Parts of the world have to buy technology you paid to develop from each other, makes no sense. (south america buys 'deep sea drilling technology' from north america)

Why give me this amount of detail, but so little control? if it's big picture, give me big picture overviews.

Its politics is also questionable as far as climate policy goes, as it is a firm believer in the power of managed capitalism to buy our way out of global warming.

It is also stuck on a strict 'developed world', 'developing', 'underdeveloped' framing. The end goal of human existence is the united states, not living in harmony with nature or something.

p.s.
Consider playing the free 'Half-earth socialism' for a flawed, but better designed game.",1698235308,1698235534,False,5,0,0.576555311679840088,0,True,False,False,True,
146480727,"{'steamid': '76561198160032942', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 13180, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13170, 'last_played': 1694966443}",hungarian,xccbvgnhjere2,1694965433,1694965433,True,0,0,0,0,True,False,False,True,
143919412,"{'steamid': '76561198030772694', 'num_games_owned': 0, 'num_reviews': 9, 'playtime_forever': 5295, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4426, 'last_played': 1692112260}",english,"While it may have some questionable choices like disregarding private sector investments, this is quite possibly still the most comprehensive climate change management game on the market. Mods are recommended.",1691779795,1691779795,True,0,0,0,0,True,False,False,True,
142176850,"{'steamid': '76561198174421997', 'num_games_owned': 0, 'num_reviews': 5, 'playtime_forever': 251, 'playtime_last_two_weeks': 0, 'playtime_at_review': 251, 'last_played': 1689480854}",english,"Very boring map game. But fun if you are psychopath. Let's be real you might lose a lot and many planets will be in chaos. Perhaps you want to win? good luck you might be disappointed this game is hard. You can cheese some mechanics to win but i dunno know takes the fun away. I think civ 5 climate change is a better example of play stupid games win stupid prizes than fate of the ecocrybabies simulator.  When the heck I bought this as a kid? Don't know, maybe I was dumb.",1689482841,1689482841,False,0,0,0.410703182220458984,0,True,False,False,True,
137626607,"{'steamid': '76561198053114906', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 992, 'playtime_last_two_weeks': 14, 'playtime_at_review': 603, 'last_played': 1710164678}",italian,"use the unoffuciola mod , but the premise of the creators is really cool I would really buy a more refined and clear version of this game!",1682958849,1682958849,True,0,0,0,0,True,False,False,True,
137304497,"{'steamid': '76561198071679948', 'num_games_owned': 0, 'num_reviews': 36, 'playtime_forever': 541, 'playtime_last_two_weeks': 0, 'playtime_at_review': 541, 'last_played': 1682475142}",english,"The idea is very good at its core, but the game systems are sufficiently buggy and opaque that it takes a lot of the fun out of the game, even if you know the (extremely specific!) strategy necessary to beat it. And learning how to play the game is mostly just ""learning the extremely specific strategy"", which is needlessly difficult precisely because of the opaqueness of the game's systems.

It's possible to get to 2160 or so, have the entire world on clean energy and net negative emissions, and *still* have to spam out sulfur aerosols to stop warming from going further. Why? Unclear: the game doesn't tell you. Is there a bug? Is it methane clathrate release? Who knows! Guess you just gotta spam those aerosols until the end of the game, since it doesn't provide any other late-game mechanisms for geoengineering.

Overall, beating Fate of the World doesn't actually feel like ""yes, I saved the Earth"", it feels like ""yes, I found how to game the systems the game presented to me"". And to me, that feels like a failure of game design, and undermines the core intent of the game.",1682476224,1682476224,False,12,0,0.693307340145111084,0,True,False,False,True,
135835710,"{'steamid': '76561197971312753', 'num_games_owned': 0, 'num_reviews': 44, 'playtime_forever': 10837, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5316, 'last_played': 1683145217}",english,Terrific game,1680303550,1680303550,True,1,0,0.488011300563812256,0,True,False,False,True,
134163140,"{'steamid': '76561198072284660', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 1781, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1781, 'last_played': 1430849418}",english,Official training tool for the WEF authentically including killing 6 billion people,1678072133,1678072133,True,1,0,0.477984637022018433,0,True,False,False,True,
